objectid,filename,title,format,latitude,longitude,genero,narrativa,musica,estetica,innovador,description,narrative_text,music_text,graphics_text
overcooked,overcooked.jpg,Overcooked,image/jpg,52.2053,0.1218,Local Co-op,comedia,dinámica,cartoon,genero,"Gestiona cocinas imposibles junto a tus amigos mientras intentas preparar pedidos bajo una presión extrema. Deberás coordinar tareas en escenarios que se dividen, se mueven o incluso se incendian en el momento menos oportuno. Es el juego definitivo de cooperación local donde la comunicación es la clave para el éxito.","La historia es una parodia de los apocalipsis épicos, donde los cocineros deben entrenar sus habilidades para alimentar a un monstruo insaciable que amenaza el reino. El humor surge de las situaciones caóticas y los errores de coordinación que inevitablemente ocurren durante la partida.","Melodías frenéticas y alegres que aceleran su ritmo a medida que el cronómetro se acerca a cero. La musica es un componente esencial de la tensión, utilizando sonidos de cocina integrados en los ritmos para aumentar la sensación de urgencia y diversión compartida.","Presenta un estilo visual caricaturesco y amable, con personajes y alimentos muy fáciles de distinguir en medio del caos. El diseño de los escenarios es ingenioso y utiliza colores vibrantes para señalar los elementos interactivos y los peligros del entorno."
peak,peak.jpg,PEAK,image/jpg,59.3293,18.0686,Local Co-op,mudo,ambiental,realista,genero,"Enfréntate a la verticalidad extrema en este desafío de escalada cooperativa donde la física es tu mejor aliada y tu peor enemiga. Deberás coordinar cada movimiento con tus compañeros para alcanzar la cima de montañas escarpadas. Es una experiencia de tensión constante que premia la paciencia y la precisión técnica.","La ausencia de diálogos traslada todo el peso narrativo al esfuerzo compartido y a la superación de los obstáculos físicos del entorno. La historia es el propio ascenso, donde cada caída y cada agarre exitoso construyen una crónica de supervivencia y camaradería muy humana.","El diseño sonoro se centra en paisajes ambientales que capturan la soledad de las alturas y la fuerza de los elementos naturales. El silbido del viento y el crujido de la roca crean una inmersión profunda que subraya la fragilidad de los escaladores frente a la inmensidad de la montaña.","Presenta una estética realista enfocada en la representación táctil de las superficies y la iluminación natural de los picos. El diseño visual prioriza la legibilidad de las texturas para que el jugador pueda identificar de forma instintiva los puntos de apoyo seguros en medio de la ventisca."
pico_park,pico_park.jpg,Pico Park,image/jpg,36.2048,138.2529,Local Co-op,ninguno,retro,minimalista,genero,"Reúne a tus amigos en este juego de puzles cooperativo donde la sincronización es fundamental para avanzar por niveles llenos de trampas. Deberás trabajar en equipo para encontrar llaves y abrir puertas en desafíos que requieren la participación de todos los jugadores. Es un caos divertido diseñado específicamente para poner a prueba la paciencia de cualquier grupo.","El juego carece de trama para centrarse exclusivamente en la interacción social y la resolución de problemas grupales. La narrativa surge de la frustración y el éxito compartido de los jugadores, convirtiendo la cooperación en el único motor del progreso.","Utiliza melodías de estilo chiptune muy alegres y sencillas que mantienen el tono festivo a pesar de la dificultad de los niveles. La música es rítmica y constante, diseñada para acompañar la repetición de intentos sin resultar intrusiva durante la comunicación entre los jugadores.","Su estética es puramente minimalista, con personajes de colores planos y formas geométricas básicas que facilitan la navegación de hasta ocho usuarios simultáneos. Este diseño visual funcional permite que la pantalla se mantenga clara incluso en los momentos de mayor aglomeración y caos cooperativo."
plants_vs_zombies,plants_vs_zombies.jpg,Plants vs. Zombies,image/jpg,47.6062,-122.3321,Automation,comedia,electrónica,dibujo,estetica,"Defiende tu hogar de una invasión de divertidos zombies utilizando un arsenal de plantas con habilidades únicas y defensivas. Deberás gestionar tus recursos solares de forma eficiente para colocar tus defensas antes de que las hordas alcancen tu puerta. Es un clásico de la estrategia que combina mecánicas accesibles con una profundidad táctica sorprendente.","El juego utiliza un humor absurdo constante para presentar una parodia del genero de invasión zombie. A través del manual de personajes y los breves encuentros con el vecino Loco Dave, se construye un universo simpático y carismático que resta importancia al tono apocalíptico tradicional.","La banda sonora mezcla sintetizadores y ritmos de percusión pegadizos que se han convertido en un referente de la identidad sonora en juegos casuales. Las melodías logran ser tensas pero divertidas, adaptándose perfectamente a la temática de comedia de terror del título.","Presenta un estilo de dibujo vectorial muy pulido con animaciones fluidas que dotan de gran personalidad tanto a las plantas como a los zombies. Los diseños son icónicos y fáciles de identificar, permitiendo al jugador leer el estado de la batalla de un vistazo rápido a su jardín."
poly_bridge,poly_bridge.jpg,Poly Bridge,image/jpg,-41.2865,174.7762,Automation,ninguno,lofi,low-poly,genero,"Pon a prueba tus habilidades de ingeniería construyendo puentes creativos que deben soportar el paso de diversos vehículos sin colapsar. Deberás gestionar presupuestos limitados y utilizar las leyes de la física para superar niveles de complejidad creciente. Es un simulador de construcción tan educativo como gratificante en sus soluciones más locas.","La narrativa es inexistente, delegando todo el protagonismo al proceso intelectual de diseño y al espectáculo físico de las estructuras fallidas. El juego celebra la experimentación y el error, permitiendo que cada solución ingeniosa se sienta como un hito personal del jugador.","Utiliza pistas de guitarra acústica y ritmos suaves de estilo lo-fi que invitan a la calma y a la reflexión necesaria para resolver los puzles. La música actúa como un bálsamo frente a la frustración de ver un puente romperse, manteniendo un ambiente de trabajo creativo y relajado.","Su estética low-poly es colorida y muy limpia, facilitando la visualización técnica de los nodos y los tensores de los puentes. El diseño visual es funcional pero atractivo, logrando que la ingeniería de estructuras se perciba como algo lúdico y accesible para todo el mundo."
project_zomboid,project_zomboid.jpg,Project Zomboid,image/jpg,54.9783,-1.6174,Survival,emergente,ambiental,isométrico,narrativa,"Sobrevive en un apocalipsis realista donde cada herida, el hambre y la salud mental son factores determinantes para tu destino. Deberás saquear casas, fortificar refugios y evitar el contacto con hordas masivas de muertos vivientes en un mundo persistente. Es una simulación profunda que te advierte desde el principio que esta es la historia de tu muerte.","La historia es enteramente emergente, construida por las pequeñas tragedias cotidianas y los actos de desesperación que el jugador comete para sobrevivir un día más. No hay un guion predefinido, sino una crónica descarnada sobre la fragilidad humana y la soledad en un mundo que ha dejado de funcionar.","El apartado sonoro es desolador, utilizando melodías acústicas y ambientes de silencio que subrayan la tensión de la supervivencia. Los sonidos de la naturaleza y los gemidos distantes de los zombies son los encargados de dictar el ritmo del miedo, siendo un referente en diseño de audio para el horror.","Utiliza una vista isométrica muy detallada que permite una gestión estratégica del espacio y el inventario. Su estética imita los juegos de rol clásicos, logrando transmitir una atmósfera de suciedad y decadencia que refuerza el tono realista y opresivo de la experiencia."
red_dead_redemption_2,red_dead_redemption_2.jpg,Red Dead Redemption 2,image/jpg,40.7128,-74.0060,Survival,lineal,dinámica,realista,narrativa,"Vive la decadencia de la era de los forajidos en esta epopeya de mundo abierto que sigue los pasos del bandido Arthur Morgan. Deberás luchar por tu banda mientras el mundo moderno comienza a imponer su ley en el salvaje corazón de América. Es una obra maestra cinematográfica que destaca por su atención obsesiva al detalle y su narrativa profunda.","El guion es un estudio de personaje magistral sobre la lealtad, la pérdida y la búsqueda de redención en un mundo que ya no tiene sitio para los criminales. La historia se desarrolla con un ritmo pausado que permite al jugador forjar un vínculo emocional genuino con el protagonista y su entorno.","Una banda sonora dinámica que utiliza instrumentos de época para adaptarse en tiempo real a la intensidad de la acción. La música subraya la épica de los tiroteos y la melancolía de los viajes a caballo, convirtiéndose en un componente fundamental de la atmósfera de western crepuscular.","Alcanza la cima del fotorrealismo técnico con un sistema de iluminación volumétrica y animaciones naturales que lo sitúan como un referente de la industria. Cada elemento del escenario, desde el barro hasta la fauna, reacciona de forma física e visualmente impecable a la interacción del jugador."
repo,repo.jpg,R.E.P.O.,image/jpg,40.7128,-74.0060,Psychological Horror,misterio,industrial,realista,genero,"Adéntrate en instalaciones industriales malditas para recuperar chatarra valiosa mientras evitas a criaturas que acechan en la oscuridad profunda. Deberás coordinar el uso de linternas y herramientas limitadas para cumplir tu cuota de trabajo corporativo antes de que se agote el tiempo. Es un horror cooperativo tenso basado en la avaricia y la supervivencia claustrofóbica.","La trama se sugiere a través de la frialdad de las órdenes corporativas y el estado de abandono de los escenarios que el jugador debe saquear. El misterio reside en el origen de las entidades que habitan las instalaciones, creando una narrativa de tensión ambiental y miedo a lo desconocido.","Utiliza un diseño de sonido industrial y opresivo, donde los ruidos de la maquinaria vieja y el audio espacial son cruciales para detectar amenazas. El silencio se utiliza de forma magistral para amplificar la sensación de aislamiento y la importancia de la comunicación por radio entre compañeros.","Presenta una estética realista pero sucia, con una iluminación muy limitada que obliga al jugador a depender de fuentes de luz portátiles. El diseño visual destaca por su capacidad de generar claustrofobia mediante sombras densas y entornos metálicos que parecen cerrarse sobre el grupo."
shootgun_king,shootgun_king.jpg,Shotgun King: The Final Checkmate,image/jpg,43.6108,3.8767,Roguelike,parodia,retro,pixelart,genero,"Reinventa el ajedrez clásico asumiendo el papel del Rey Negro, quien harto de las reglas decide usar una escopeta para acabar con las piezas blancas. Deberás moverte según las reglas del tablero mientras gestionas tu munición y mejoras tus disparos para derrotar al ejército contrario. Es una genialidad táctica que mezcla la estrategia milenaria con el frenesí de los roguelikes modernos.","La historia es una parodia elegante de la monarquía y las normas rígidas del ajedrez, presentada con un tono satírico y rebelde. La narrativa se desarrolla mediante breves diálogos entre partidas que explican la furia del rey y su deseo de venganza contra el sistema establecido.","Melodías de estilo retro con un tono oscuro y aristocrático que encajan perfectamente con la temática del tablero de guerra. La música mantiene un ritmo constante de duelo intelectual que se acelera con cada disparo, logrando una atmósfera de competición seria pero absurda.","Utiliza un pixel art minimalista de estilo '1-bit' en blanco y negro, logrando una estética muy estilizada y distinguida. El diseño de las piezas es icónico y permite leer la jugada de forma clara, demostrando que la limitación cromática puede ser una herramienta visual poderosísima."
slay_the_pricess,slay_the_pricess.jpg,Slay the Princess,image/jpg,43.6532,-79.3832,Psychological Horror,filosófico,orquestal,dibujo,narrativa,"Te encuentras en una cabaña con una misión sencilla: debes matar a la princesa que se encuentra en el sótano para salvar el mundo. A través de diálogos ramificados y decisiones morales extremas, descubrirás que nada es lo que parece en este viaje surrealista. Es una novela visual de horror psicológico que desafía la percepción del jugador sobre el destino y la identidad.","El guion es una obra maestra de la meta-narrativa donde la voz del narrador y la de la propia princesa interactúan con las dudas del jugador. Cada elección altera no solo la trama, sino la propia forma física y personalidad de la princesa, explorando temas profundos de percepción y realidad.","Una banda sonora orquestal inquietante que utiliza cuerdas y coros susurrados para generar una atmósfera de cuento de hadas retorcido. El audio es fundamental para transmitir la dualidad de la princesa, alternando entre melodías dulces y composiciones disonantes que señalan el horror oculto.","Todo el apartado visual está realizado con dibujos a lápiz y carboncillo, utilizando una paleta de colores limitada donde el rojo destaca sobre el blanco y negro. Este estilo artístico artesanal le otorga una personalidad visual única y perturbadora que refuerza el tono onírico del juego."
slime_rancher,slime_rancher.jpg,Slime Rancher,image/jpg,37.5630,-122.3255,Survival,ambiental,electrónica,dibujo,estetica,"Viaja a un planeta lejano para construir tu propia granja de adorables criaturas gelatinosas llamadas slimes. Deberás explorar el mundo, recolectar recursos y mejorar tus instalaciones mientras gestionas la alimentación y el bienestar de tus capturas. Es una experiencia relajante y colorida que mezcla la exploración con la gestión económica de forma muy satisfactoria.","La historia se descubre de forma sutil mediante correos electrónicos y grabaciones dejadas por el anterior ranchero de la zona. Es una narrativa de descubrimiento personal y nostalgia que aporta un contexto emocional suave a la actividad diaria de la granja.","Una banda sonora de estilo country-electrónico que transmite una sensación constante de paz y optimismo. La música acompaña perfectamente las tareas de recolección y exploración, utilizando ritmos tranquilos que invitan a disfrutar del paisaje alienígena sin prisas.","Destaca por un diseño de personajes extremadamente simpático y un mundo 3D lleno de colores vibrantes y texturas brillantes. La estética es acogedora y utiliza animaciones fluidas para que el comportamiento de los slimes sea visualmente divertido y muy gratificante de observar."
papers_please,papers_please.jpg,Papers Please,image/jpg,35.8617,139.6455,Psychological Horror,decisiones,retro,pixelart,genero,"Asume el papel de un inspector de aduanas en un estado totalitario y decide quién entra al país analizando sus documentos. Deberás equilibrar la eficiencia de tu trabajo con la necesidad de alimentar a tu familia en un entorno lleno de dilemas morales. Es un thriller burocrático que pone a prueba tu ética y tu humanidad.","La trama se construye a través de las historias breves y trágicas de las personas que intentan cruzar la frontera del estado de Arstotzka. El jugador toma decisiones constantes que afectan el destino de desconocidos y la seguridad de su propia familia, llevando a múltiples finales dramáticos que exploran la empatía forzada.","El audio es minimalista y opresivo, destacando por un himno militarista inicial y los sonidos secos de los sellos y el papel sobre el escritorio. La ausencia de música durante la jornada laboral refuerza la frialdad de la burocracia y la soledad del inspector frente a sus responsabilidades estatales.","Utiliza un pixel art de baja resolución en tonos grises y ocres que transmite perfectamente la miseria y el control de un régimen totalitario. La interfaz del juego es su propio escenario, convirtiendo el escritorio de trabajo en un lugar tenso y claustrofóbico que comunica opresión de forma visual."
stardew_valley,stardew_valley.jpg,Stardew Valley,image/jpg,47.6062,-122.3321,Survival,personal,lineal,pixelart,genero,"Hereda la vieja granja de tu abuelo y comienza una nueva vida lejos de la ciudad en el acogedor Pueblo Pelícano. Deberás cultivar la tierra, entablar relaciones con los vecinos y explorar cuevas llenas de tesoros mientras restauras la gloria del centro cívico. Es el simulador de vida definitivo que celebra la calma, la comunidad y el trabajo duro.","Las historias personales de los habitantes abordan temas reales como el alcoholismo, el desempleo y el trauma de forma asombrosa para su genero. La narrativa fluye a través de eventos de amistad que profundizan en la humanidad de los personajes, convirtiendo la gestión de la granja en un refugio emocional con un trasfondo social profundo.","Una banda sonora estacional que cambia su tono para reflejar el espíritu de cada época del año, desde la energía primaveral hasta la melancolía invernal. El uso de sintetizadores suaves y guitarras acústicas crea un ambiente acogedor que reduce el estrés y fomenta la inmersión total en la vida rural del valle.","El pixel art es cálido y extremadamente detallado, capturando la belleza de la naturaleza y los cambios en el entorno de forma magistral. Los retratos de los personajes y las animaciones de los cultivos al crecer dotan al mundo de una vitalidad y un encanto artesanal que se ha convertido en el estándar del genero."
terraria,terraria.jpg,Terraria,image/jpg,40.2672,-86.1349,Survival,emergente,electrónica,pixelart,genero,"Explora un mundo infinito generado por procedimientos donde podrás construir, luchar y excavar hasta las profundidades del infierno. Deberás enfrentarte a jefes colosales y recolectar materiales para fabricar miles de objetos únicos que mejoren tus habilidades. Es una aventura de acción en 2D que ofrece una libertad creativa casi ilimitada en un ecosistema vibrante.","La narrativa es enteramente emergente y depende de la curiosidad del jugador por invocar deidades y superar hitos de progresión. La historia del mundo se cuenta a través de la llegada de nuevos habitantes y la transformación del entorno a medida que la corrupción o el carmesí intentan devorar el ecosistema.","Melodías de sintetizador icónicas que cambian drásticamente según el bioma en el que se encuentre el jugador, desde tonos alegres en la superficie hasta ritmos inquietantes en las cuevas. La música es una herramienta de identificación geográfica muy potente que refuerza la personalidad de cada zona explorada.","Presenta un pixel art denso y colorido con una inmensa variedad de efectos visuales para hechizos y ataques. Destaca por su capacidad de representar una cantidad ingente de elementos en pantalla, logrando una coherencia visual en un mundo donde el jugador puede modificar cada bloque del escenario."
the_blinding_of_isaac,the_blinding_of_isaac.jpg,The Binding of Isaac,image/jpg,36.9741,-122.0308,Roguelike,oscuro,rock,dibujo,narrativa,"Acompaña a Isaac en su huida hacia el sótano para escapar de su madre en una pesadilla llena de horrores bíblicos y traumas infantiles. Deberás utilizar tus propias lágrimas como arma para derrotar a criaturas grotescas mientras encuentras objetos que alteran tu apariencia y poder. Es un roguelike visceral con una profundidad mecánica que lo hace prácticamente infinito.","El guion utiliza un simbolismo religioso perturbador para explorar temas de abuso, identidad y culpa desde la perspectiva de un niño. La narrativa se descubre a través de breves secuencias finales y la propia iconografía de los objetos, construyendo un universo psicológico denso y muy característico.","Una banda sonora de rock industrial y composiciones oscuras que enfatizan la naturaleza grotesca y frenética de la mazmorra. El audio es contundente y subraya el horror de los encuentros con jefes, utilizando ritmos pesados que encajan con la atmósfera de pesadilla constante que vive el protagonista.","Su estilo visual es de dibujo a mano alzada con una estética feísta que logra que lo repulsivo resulte icónico. Destaca por su ingenioso sistema de transformación visual, donde cada objeto recolectado cambia físicamente al personaje, creando una representación gráfica directa de su progresión y sufrimiento."
undertale,undertale.jpg,Undertale,image/jpg,42.4072,-71.3824,Psychological Horror,filosófico,chiptune,pixelart,musica,"Explora un mundo subterráneo habitado por monstruos donde tus decisiones de perdonar o luchar determinan el destino de todos los seres que encuentres. Deberás interactuar con personajes carismáticos y resolver puzles mientras rompes las reglas tradicionales del genero RPG. Es una obra maestra de la meta-narrativa que te invita a reconsiderar el valor de la piedad.","La trama es un estudio profundo sobre las consecuencias de la violencia en los videojuegos, recordando las acciones del jugador incluso tras reiniciar la partida. El guion utiliza el humor y la subversión de expectativas para crear un vínculo emocional real, donde los personajes parecen ser conscientes de la presencia del usuario.","Su banda sonora es legendaria por el uso de leitmotivs que identifican emocionalmente a cada habitante del subsuelo. La mezcla de chiptune retro con arreglos orquestales modernos crea una identidad sonora poderosa que ha trascendido el propio juego para convertirse en un fenómeno cultural.","Utiliza un pixel art sencillo que prioriza la expresividad y la caricatura por encima del detalle técnico. Esta simplicidad estética es una decisión deliberada que permite que la personalidad de los personajes brille a través de sus gestos, logrando que el diseño visual sea tan carismático como su guion."
vampire_survivors,vampire_survivors.jpg,Vampire Survivors,image/jpg,51.5074,-0.1278,Bullet Hell,ninguna,retro,pixelart,genero,"Sobrevive a miles de criaturas nocturnas mientras tus ataques se disparan de forma automática en una lluvia constante de efectos visuales y gemas. Deberás moverte con astucia para recolectar experiencia y elegir las mejores combinaciones de armas antes de que el reloj llegue a su fin. Es una experiencia arcade adictiva que ha definido un nuevo estándar de supervivencia masiva.","La narrativa es mínima y se basa en el desbloqueo de secretos absurdos y personajes variopintos que sugieren un universo de horror gótico paródico. El juego no busca contar una historia lineal, sino que confía en el descubrimiento de nuevos niveles y desafíos para mantener el interés del jugador por el lore oculto.","Melodías de orquesta de teclado que evocan la energía de los juegos de consola de los años 80 y 90. La música es vibrante y pegadiza, diseñada para mantener la adrenalina alta durante las sesiones de juego cortas mientras cientos de enemigos inundan la pantalla.","Presenta una estética inspirada en los clásicos de la era de 8 y 16 bits, con sprites sencillos pero muy reconocibles. Su mayor logro visual es la gestión de miles de partículas y enemigos simultáneos sin perder la satisfacción de ver cómo la pantalla se llena de luz y caos destructivo."
worm_wmd,worm_wmd.jpg,Worms W.M.D,image/jpg,53.6833,-1.4977,Local Co-op,comedia,orquestal,dibujo,genero,"Comanda un ejército de gusanos armados con un arsenal ridículo en este clásico juego de guerra estratégica por turnos. Deberás usar tanques, helicópteros y todo tipo de inventos locos para eliminar a tus rivales en escenarios totalmente destructibles. Es la entrega más completa de la saga, ideal para partidas cooperativas llenas de estrategia, errores fatales y risas.","La historia es una parodia constante del cine bélico y la seriedad militar, protagonizada por gusanos con personalidades histriónicas. El humor británico impregna cada diálogo y descripción de arma, convirtiendo la competición en una serie de gags visuales donde la derrota suele ser tan divertida como la victoria.","Composiciones orquestales de tono militar heroico que contrastan cómicamente con la apariencia diminuta de los protagonistas. El diseño sonoro es fundamental, utilizando voces agudas y efectos de sonido exagerados que se han convertido en la firma de identidad de la franquicia desde sus inicios.","Todo el apartado artístico está dibujado a mano con un estilo de caricatura vibrante y muy detallado. Los escenarios son coloridos y presentan una destrucción procedural que permite ver cómo el mapa se desintegra bajo los disparos, logrando una experiencia visual dinámica y muy satisfactoria."
